utt,stt,mt,wer,chrf
OSR_us_000_0010_8k,12.698339462280273,0.5336546897888184,0.0,100.0
OSR_us_000_0011_8k,0.0010449886322021484,0.0,,
OSR_us_000_0012_8k,0.010668754577636719,0.0,,
harvard_16k_mono,7.87074875831604,0.4198286533355713,0.0,100.0
